SK_ID_CURR,TARGET,C_CNT_CHILDREN,C_AMT_INCOME_TOTAL,C_AMT_CREDIT,C_AMT_ANNUITY,C_AMT_GOODS_PRICE,C_OWN_CAR_AGE,C_TOTALAREA_MODE,D_OCCUPATION_TYPE,D_NAME_CONTRACT_TYPE,D_CODE_GENDER,D_FLAG_OWN_CAR,D_FLAG_OWN_REALTY,D_NAME_INCOME_TYPE,D_NAME_EDUCATION_TYPE,D_NAME_FAMILY_STATUS,D_NAME_HOUSING_TYPE,D_FLAG_PHONE,D_WEEKDAY_APPR_PROCESS_START,D_NAME_TYPE_SUITE,D_HOUSETYPE_MODE,D_WALLSMATERIAL_MODE
348091,0,0,67500.0,528633.0,24624.0,472500.0,,0.0752,,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Panel
363211,0,2,270000.0,675000.0,33750.0,675000.0,8.0,0.0248,Accountants,Revolving loans,F,Y,Y,Working,Incomplete higher,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
313948,0,0,225000.0,450000.0,16294.5,450000.0,,0.2194,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
363837,0,1,202500.0,545040.0,26640.0,450000.0,16.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
300131,0,0,270000.0,752742.0,44140.5,697500.0,,0.2543,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
312601,0,2,135000.0,215640.0,14715.0,180000.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,,
433426,0,0,225000.0,278613.0,31563.0,252000.0,7.0,,Laborers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
391437,0,0,90000.0,187704.0,5818.5,148500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
240418,0,2,90000.0,568800.0,15642.0,450000.0,,,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Separated,House / apartment,0,TUESDAY,Unaccompanied,,
351604,0,0,157500.0,494550.0,38430.0,450000.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,THURSDAY,Unaccompanied,,
165436,0,1,283500.0,360000.0,37930.5,360000.0,4.0,0.0684,Cooking staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Widow,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
267536,1,0,175500.0,808650.0,23305.5,675000.0,,0.0571,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,block of flats,"Stone, brick"
175547,1,0,67500.0,225000.0,10489.5,225000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
157479,0,0,112500.0,1024636.5,33993.0,918000.0,,,,Cash loans,F,N,Y,Pensioner,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
345062,0,0,157500.0,879480.0,34209.0,630000.0,,0.6612,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
267411,0,0,180000.0,1442952.0,39811.5,1260000.0,,,Accountants,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
425118,0,0,157500.0,254700.0,27558.0,225000.0,6.0,,Sales staff,Cash loans,F,Y,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
192646,0,0,180000.0,225000.0,11560.5,225000.0,4.0,,Realty agents,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
372571,0,1,103500.0,1125000.0,33025.5,1125000.0,,,Core staff,Cash loans,F,N,N,Working,Higher education,Married,House / apartment,1,MONDAY,Unaccompanied,,
334107,0,1,112500.0,292500.0,19674.0,292500.0,7.0,0.0168,,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
292111,0,0,180000.0,1206000.0,51228.0,1206000.0,,0.0428,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
378779,0,0,112500.0,612612.0,31410.0,495000.0,,0.0635,,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,SATURDAY,Family,block of flats,Panel
188230,0,0,81000.0,254700.0,17149.5,225000.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,THURSDAY,Unaccompanied,,
148288,0,0,247500.0,1448104.5,39951.0,1264500.0,,0.092,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Family,block of flats,Panel
345233,0,0,202500.0,1502941.5,52371.0,1372500.0,,0.0748,Sales staff,Cash loans,F,N,Y,Working,Higher education,Single / not married,House / apartment,1,SUNDAY,Unaccompanied,block of flats,Panel
392845,0,1,225000.0,540000.0,27000.0,540000.0,2.0,0.0014,Laborers,Revolving loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Wooden
335499,0,0,67500.0,315000.0,11875.5,315000.0,,,Sales staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,1,SATURDAY,Unaccompanied,,
305052,0,0,90000.0,760225.5,30150.0,679500.0,,,Laborers,Cash loans,F,N,Y,State servant,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
133930,0,0,90000.0,576837.0,18607.5,481500.0,,0.0021,,Cash loans,F,N,N,Pensioner,Lower secondary,Widow,Municipal apartment,0,SUNDAY,Family,block of flats,Wooden
163677,0,0,49500.0,312768.0,16096.5,270000.0,,,,Cash loans,F,N,N,Commercial associate,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
182219,0,2,135000.0,343377.0,25011.0,283500.0,,,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
209667,0,0,67500.0,450000.0,23692.5,450000.0,,0.184,,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
117176,0,0,144000.0,592560.0,32143.5,450000.0,64.0,,Laborers,Cash loans,M,Y,Y,Commercial associate,Higher education,Civil marriage,House / apartment,0,WEDNESDAY,Family,,
182058,0,0,126000.0,135000.0,13279.5,135000.0,3.0,0.1922,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Panel
247026,0,0,135000.0,298512.0,16798.5,270000.0,,0.0,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,
413071,0,2,135000.0,156384.0,16560.0,135000.0,,0.2279,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
252913,1,0,144000.0,685012.5,33084.0,553500.0,,,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,SATURDAY,Unaccompanied,,
381771,1,0,315000.0,835380.0,40320.0,675000.0,13.0,0.031,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,"Spouse, partner",block of flats,"Stone, brick"
283837,0,0,450000.0,900000.0,48082.5,900000.0,,,Accountants,Cash loans,F,N,Y,Working,Higher education,Widow,House / apartment,0,MONDAY,Unaccompanied,,
445641,0,0,180000.0,1125000.0,59931.0,1125000.0,,0.3511,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Block
229143,0,0,126000.0,973503.0,39780.0,855000.0,,0.1888,Cooking staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
132851,0,1,90000.0,269550.0,11547.0,225000.0,,0.0708,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
273842,0,0,112500.0,337761.0,18450.0,256500.0,,0.0769,,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
283513,0,0,90000.0,448056.0,16222.5,315000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Family,,
138514,0,0,112500.0,1012500.0,40284.0,1012500.0,,0.016,Sales staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
181728,0,0,225000.0,755190.0,36459.0,675000.0,,0.1315,Laborers,Cash loans,M,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
431158,0,0,112500.0,450000.0,29299.5,450000.0,,,Secretaries,Cash loans,F,N,Y,Working,Incomplete higher,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,,
192835,0,2,112500.0,512338.5,24916.5,423000.0,,0.0878,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
209618,0,2,112500.0,247275.0,19548.0,225000.0,,0.0865,,Cash loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
419136,0,0,108000.0,900000.0,38263.5,900000.0,,0.176,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
300505,0,0,180000.0,1084383.0,35838.0,823500.0,,0.2412,,Cash loans,F,N,Y,Working,Secondary / secondary special,Separated,House / apartment,1,THURSDAY,Family,block of flats,Panel
120181,0,2,270000.0,1223010.0,48631.5,1125000.0,,0.0068,Medicine staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,Municipal apartment,0,MONDAY,Children,block of flats,
139498,0,1,90000.0,343377.0,17910.0,283500.0,,0.0476,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
130780,0,0,112500.0,814041.0,23931.0,679500.0,,0.0843,,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
441404,0,0,67500.0,450000.0,24412.5,450000.0,,,,Cash loans,M,N,N,Pensioner,Lower secondary,Married,House / apartment,0,SATURDAY,"Spouse, partner",,
428594,0,0,157500.0,1350000.0,88600.5,1350000.0,,0.0071,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,1,MONDAY,Unaccompanied,block of flats,Block
171607,0,0,112500.0,135000.0,6750.0,135000.0,,0.0208,,Revolving loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Family,block of flats,"Stone, brick"
311112,0,0,360000.0,1218447.0,33637.5,954000.0,27.0,,Core staff,Cash loans,M,Y,N,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,TUESDAY,Unaccompanied,,
315377,0,0,135000.0,248877.0,13630.5,189000.0,,0.0066,Security staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Family,block of flats,"Stone, brick"
136080,0,0,126000.0,835164.0,40306.5,733500.0,,0.1895,,Cash loans,M,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
331970,0,0,315000.0,500211.0,50107.5,463500.0,14.0,0.0284,,Cash loans,F,Y,Y,State servant,Higher education,Widow,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Block
189900,0,0,112500.0,1493086.5,52029.0,1363500.0,,0.0,Managers,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,
168484,0,0,405000.0,781920.0,61906.5,675000.0,,0.1658,Managers,Cash loans,F,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,Panel
264859,0,0,189000.0,244998.0,10921.5,175500.0,,0.0345,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Widow,House / apartment,0,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
133897,1,1,180000.0,454500.0,21996.0,454500.0,,,Core staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,Office apartment,0,FRIDAY,Unaccompanied,,
173071,0,0,112500.0,328405.5,19975.5,283500.0,24.0,,Sales staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
439932,0,0,202500.0,135000.0,6750.0,135000.0,,0.2124,,Revolving loans,F,N,N,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Monolithic
328756,0,0,126000.0,314100.0,11767.5,225000.0,,0.0612,High skill tech staff,Cash loans,M,N,N,Working,Higher education,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
437249,0,0,90000.0,171900.0,8491.5,112500.0,,0.2685,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
311378,1,1,144000.0,900000.0,97060.5,900000.0,,0.2416,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
441380,0,0,135000.0,156384.0,16155.0,135000.0,,,Medicine staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,,
370226,0,0,135000.0,900000.0,23742.0,900000.0,,,,Cash loans,F,N,N,Working,Higher education,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,,
419257,0,2,337500.0,1078200.0,31653.0,900000.0,,0.0056,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
406240,1,1,72000.0,414792.0,19350.0,315000.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Family,,
327592,0,0,180000.0,432661.5,28525.5,373500.0,,0.1983,,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Panel
141482,0,0,207000.0,191880.0,21829.5,180000.0,9.0,,Waiters/barmen staff,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
277653,0,0,202500.0,1125000.0,32895.0,1125000.0,2.0,,High skill tech staff,Cash loans,M,Y,N,Working,Higher education,Single / not married,With parents,0,WEDNESDAY,Unaccompanied,,
322379,0,0,225000.0,629320.5,24754.5,508500.0,,0.0442,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
258121,0,0,225000.0,655614.0,67311.0,607500.0,,0.1051,Sales staff,Cash loans,M,N,N,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
400150,0,0,99000.0,180000.0,9000.0,180000.0,,0.0927,Core staff,Revolving loans,M,N,Y,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
438276,0,1,135000.0,948582.0,27864.0,679500.0,,0.0704,Core staff,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,With parents,1,FRIDAY,Family,block of flats,Panel
371586,0,0,180000.0,1223010.0,51948.0,1125000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
164038,0,2,225000.0,254700.0,25321.5,225000.0,,0.0527,Core staff,Cash loans,F,N,Y,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
289659,0,0,247500.0,148365.0,10548.0,135000.0,,0.067,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
228161,0,0,135000.0,675000.0,41427.0,675000.0,23.0,0.1731,Drivers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,"Spouse, partner",block of flats,"Stone, brick"
421649,0,0,157500.0,808650.0,26217.0,675000.0,64.0,,Accountants,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
110556,0,0,94500.0,409500.0,21037.5,409500.0,,,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
274037,0,2,67500.0,283419.0,15952.5,234000.0,,0.0529,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
120653,0,0,216000.0,409716.0,19840.5,342000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,,
303636,0,0,157500.0,755190.0,32125.5,675000.0,,,Cooking staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,,
155074,1,0,54000.0,522000.0,20358.0,522000.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,Office apartment,0,MONDAY,Unaccompanied,,
286156,0,1,70200.0,355536.0,18283.5,270000.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
438266,0,4,225000.0,808650.0,29839.5,675000.0,64.0,,,Cash loans,F,Y,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Family,,
295197,0,2,270000.0,720000.0,21181.5,720000.0,,,,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
433449,0,1,180000.0,1006920.0,42790.5,900000.0,7.0,0.0686,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Separated,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
120443,0,0,126000.0,835380.0,40320.0,675000.0,,0.0492,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
209453,0,1,135000.0,787131.0,42066.0,679500.0,,0.1202,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,THURSDAY,Family,block of flats,Panel
256542,0,0,72000.0,1017000.0,37818.0,1017000.0,,0.048,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
421340,0,0,270000.0,1236816.0,36292.5,1080000.0,12.0,,,Cash loans,M,Y,N,Pensioner,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
413133,0,2,108000.0,261000.0,14287.5,261000.0,,0.0502,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Family,block of flats,"Stone, brick"
142619,0,0,270000.0,1154362.5,37237.5,1008000.0,,0.1452,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Block
357960,0,0,112500.0,780363.0,37539.0,697500.0,16.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
143086,0,1,180000.0,422235.0,23035.5,364500.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
311371,0,1,157500.0,270000.0,13500.0,270000.0,9.0,0.3301,Laborers,Revolving loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
313070,0,0,157500.0,312003.0,15138.0,211500.0,14.0,,Secretaries,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
454749,0,0,99000.0,450000.0,24543.0,450000.0,40.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,MONDAY,Family,,
455172,0,0,90000.0,317443.5,17347.5,256500.0,,,Waiters/barmen staff,Cash loans,F,N,N,Commercial associate,Higher education,Single / not married,With parents,0,THURSDAY,Other_A,,
161556,0,0,306000.0,447768.0,30051.0,405000.0,64.0,0.3561,,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
186180,0,3,94500.0,450000.0,24543.0,450000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
289962,1,1,135000.0,265851.0,21132.0,229500.0,,,Low-skill Laborers,Cash loans,M,N,N,Working,Lower secondary,Married,House / apartment,1,MONDAY,Unaccompanied,,
171457,0,0,261000.0,900000.0,69781.5,900000.0,6.0,0.0562,Sales staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
259563,0,0,135000.0,240660.0,11835.0,157500.0,,0.335,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
258998,0,0,157500.0,808650.0,26217.0,675000.0,,0.1666,,Cash loans,F,N,N,Pensioner,Higher education,Separated,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
275025,0,0,90000.0,508495.5,20025.0,454500.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Family,,
381342,0,2,112500.0,269550.0,14242.5,225000.0,15.0,,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,"Spouse, partner",,
237599,0,1,112500.0,598486.5,21627.0,454500.0,,0.0522,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
347493,0,1,270000.0,2013840.0,55507.5,1800000.0,6.0,0.0695,Sales staff,Cash loans,M,Y,Y,Working,Incomplete higher,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
173525,0,0,225000.0,1113840.0,57001.5,900000.0,,0.1673,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Separated,Municipal apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
318618,0,0,171000.0,1078200.0,31653.0,900000.0,,,Drivers,Cash loans,M,N,N,Working,Higher education,Married,Municipal apartment,0,TUESDAY,Unaccompanied,,
132701,0,1,180000.0,590337.0,26131.5,477000.0,,,Medicine staff,Cash loans,F,N,N,State servant,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
190710,0,0,202500.0,518562.0,36220.5,463500.0,,0.1563,Accountants,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
209100,0,0,121500.0,348264.0,35815.5,315000.0,,0.0515,Drivers,Cash loans,M,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
162111,0,0,157500.0,385164.0,18657.0,292500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,,
343670,0,1,144000.0,550980.0,40090.5,450000.0,,,Low-skill Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,With parents,0,MONDAY,Unaccompanied,,
186024,0,0,225000.0,149256.0,16879.5,135000.0,7.0,0.1182,,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
369567,0,0,135000.0,781920.0,34573.5,675000.0,9.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
364516,0,0,112500.0,454500.0,13288.5,454500.0,,,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Separated,House / apartment,1,WEDNESDAY,Unaccompanied,,
257866,0,0,202500.0,450000.0,35685.0,450000.0,10.0,,Core staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
420831,0,0,139500.0,760225.5,38947.5,679500.0,,0.0607,,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
331112,0,0,90000.0,675000.0,21906.0,675000.0,64.0,,,Cash loans,F,Y,N,Working,Secondary / secondary special,Single / not married,With parents,0,TUESDAY,Unaccompanied,,
368924,0,0,157500.0,640080.0,24129.0,450000.0,,0.0929,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,Family,block of flats,Panel
198925,0,1,81000.0,180000.0,9000.0,585000.0,,0.021,Drivers,Revolving loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
114225,0,2,315000.0,1130112.0,37480.5,1012500.0,,0.0705,,Cash loans,M,N,Y,Commercial associate,Higher education,Separated,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
298802,0,1,135000.0,270000.0,13500.0,270000.0,,,Waiters/barmen staff,Revolving loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
150742,0,1,90000.0,576072.0,28017.0,405000.0,,0.2147,,Cash loans,M,N,Y,Pensioner,Higher education,Separated,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
361092,0,0,202500.0,251091.0,28458.0,238500.0,,0.1479,,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
226515,0,1,157500.0,712944.0,34429.5,567000.0,,0.3986,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
145103,0,0,45000.0,180000.0,8658.0,180000.0,,0.0159,Cleaning staff,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
245538,0,0,67500.0,247275.0,19548.0,225000.0,,,,Cash loans,M,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
419494,0,0,117000.0,227520.0,12834.0,180000.0,,0.0428,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Block
254551,0,1,189000.0,1527579.0,53226.0,1395000.0,,0.0092,Laborers,Cash loans,M,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Wooden
112066,0,2,135000.0,247275.0,19264.5,225000.0,11.0,,Security staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,,
